2024-01-31 22:39:11,222 INFO    StreamThr :36812 [internal.py:wandb_internal():86] W&B internal server running at pid: 36812, started at: 2024-01-31 22:39:11.221168
2024-01-31 22:39:11,223 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: status
2024-01-31 22:39:11,225 INFO    WriterThread:36812 [datastore.py:open_for_write():87] open: C:\Users\tomda\Desktop\symmetry_learning\wandb\run-20240131_223911-sfm7ggey\run-sfm7ggey.wandb
2024-01-31 22:39:11,226 DEBUG   SenderThread:36812 [sender.py:send():382] send: header
2024-01-31 22:39:11,257 DEBUG   SenderThread:36812 [sender.py:send():382] send: run
2024-01-31 22:39:11,704 INFO    SenderThread:36812 [dir_watcher.py:__init__():211] watching files in: C:\Users\tomda\Desktop\symmetry_learning\wandb\run-20240131_223911-sfm7ggey\files
2024-01-31 22:39:11,704 INFO    SenderThread:36812 [sender.py:_start_run_threads():1136] run started: sfm7ggey with start time 1706758751.222167
2024-01-31 22:39:11,711 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: check_version
2024-01-31 22:39:11,711 DEBUG   SenderThread:36812 [sender.py:send_request():409] send_request: check_version
2024-01-31 22:39:12,086 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: run_start
2024-01-31 22:39:12,106 DEBUG   HandlerThread:36812 [system_info.py:__init__():27] System info init
2024-01-31 22:39:12,106 DEBUG   HandlerThread:36812 [system_info.py:__init__():42] System info init done
2024-01-31 22:39:12,106 INFO    HandlerThread:36812 [system_monitor.py:start():194] Starting system monitor
2024-01-31 22:39:12,106 INFO    SystemMonitor:36812 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-31 22:39:12,106 INFO    HandlerThread:36812 [system_monitor.py:probe():214] Collecting system info
2024-01-31 22:39:12,113 INFO    SystemMonitor:36812 [interfaces.py:start():190] Started cpu monitoring
2024-01-31 22:39:12,113 INFO    SystemMonitor:36812 [interfaces.py:start():190] Started disk monitoring
2024-01-31 22:39:12,114 INFO    SystemMonitor:36812 [interfaces.py:start():190] Started gpu monitoring
2024-01-31 22:39:12,114 INFO    SystemMonitor:36812 [interfaces.py:start():190] Started memory monitoring
2024-01-31 22:39:12,123 INFO    SystemMonitor:36812 [interfaces.py:start():190] Started network monitoring
2024-01-31 22:39:12,130 DEBUG   HandlerThread:36812 [system_info.py:probe():151] Probing system
2024-01-31 22:39:12,131 DEBUG   HandlerThread:36812 [system_info.py:_probe_git():136] Probing git
2024-01-31 22:39:12,188 DEBUG   HandlerThread:36812 [system_info.py:_probe_git():144] Probing git done
2024-01-31 22:39:12,188 DEBUG   HandlerThread:36812 [system_info.py:probe():199] Probing system done
2024-01-31 22:39:12,188 DEBUG   HandlerThread:36812 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-02-01T03:39:12.130395', 'startedAt': '2024-02-01T03:39:11.214864', 'docker': None, 'cuda': None, 'args': ('-c', 'bc'), 'state': 'running', 'program': 'C:\\Users\\tomda\\Desktop\\symmetry_learning\\symmetry_shift_runner.py', 'codePathLocal': 'symmetry_shift_runner.py', 'codePath': 'symmetry_shift_runner.py', 'git': {'remote': 'git@github.com:tkaminsky/symmetry_learning.git', 'commit': 'ffba65af91d1ba4999bc200beca3888cc6613e10'}, 'email': 'tomdavkam@gmail.com', 'root': 'C:/Users/tomda/Desktop/symmetry_learning', 'host': 'tomdavkam', 'username': 'tomda', 'executable': 'C:\\Users\\tomda\\anaconda3\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3195.0, 'min': 0.0, 'max': 4001.0}, 'cpu_freq_per_core': [{'current': 3195.0, 'min': 0.0, 'max': 4001.0}], 'disk': {'/': {'total': 794.588981628418, 'used': 697.0101089477539}}, 'gpu': 'NVIDIA GeForce RTX 4070 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 31.21628189086914}}
2024-01-31 22:39:12,188 INFO    HandlerThread:36812 [system_monitor.py:probe():224] Finished collecting system info
2024-01-31 22:39:12,188 INFO    HandlerThread:36812 [system_monitor.py:probe():227] Publishing system info
2024-01-31 22:39:12,189 DEBUG   HandlerThread:36812 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-01-31 22:39:12,709 INFO    Thread-16 :36812 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\tomda\Desktop\symmetry_learning\wandb\run-20240131_223911-sfm7ggey\files\conda-environment.yaml
2024-01-31 22:39:19,325 DEBUG   HandlerThread:36812 [system_info.py:_save_conda():220] Saving conda packages done
2024-01-31 22:39:19,326 INFO    HandlerThread:36812 [system_monitor.py:probe():229] Finished publishing system info
2024-01-31 22:39:19,329 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: status_report
2024-01-31 22:39:19,329 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: keepalive
2024-01-31 22:39:19,329 DEBUG   SenderThread:36812 [sender.py:send():382] send: files
2024-01-31 22:39:19,329 INFO    SenderThread:36812 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-31 22:39:19,335 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: python_packages
2024-01-31 22:39:19,335 DEBUG   SenderThread:36812 [sender.py:send_request():409] send_request: python_packages
2024-01-31 22:39:19,336 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: stop_status
2024-01-31 22:39:19,336 DEBUG   SenderThread:36812 [sender.py:send_request():409] send_request: stop_status
2024-01-31 22:39:19,337 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-31 22:39:19,408 DEBUG   SenderThread:36812 [sender.py:send():382] send: telemetry
2024-01-31 22:39:19,774 INFO    Thread-16 :36812 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\tomda\Desktop\symmetry_learning\wandb\run-20240131_223911-sfm7ggey\files\conda-environment.yaml
2024-01-31 22:39:19,774 INFO    Thread-16 :36812 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\tomda\Desktop\symmetry_learning\wandb\run-20240131_223911-sfm7ggey\files\requirements.txt
2024-01-31 22:39:19,774 INFO    Thread-16 :36812 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\tomda\Desktop\symmetry_learning\wandb\run-20240131_223911-sfm7ggey\files\wandb-metadata.json
2024-01-31 22:39:20,141 DEBUG   SenderThread:36812 [sender.py:send():382] send: exit
2024-01-31 22:39:20,141 INFO    SenderThread:36812 [sender.py:send_exit():589] handling exit code: 1
2024-01-31 22:39:20,142 INFO    SenderThread:36812 [sender.py:send_exit():591] handling runtime: 8
2024-01-31 22:39:20,143 INFO    SenderThread:36812 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-31 22:39:20,143 INFO    SenderThread:36812 [sender.py:send_exit():597] send defer
2024-01-31 22:39:20,143 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: defer
2024-01-31 22:39:20,143 INFO    HandlerThread:36812 [handler.py:handle_request_defer():172] handle defer: 0
2024-01-31 22:39:20,143 DEBUG   SenderThread:36812 [sender.py:send_request():409] send_request: defer
2024-01-31 22:39:20,144 INFO    SenderThread:36812 [sender.py:send_request_defer():613] handle sender defer: 0
2024-01-31 22:39:20,144 INFO    SenderThread:36812 [sender.py:transition_state():617] send defer: 1
2024-01-31 22:39:20,144 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: defer
2024-01-31 22:39:20,144 INFO    HandlerThread:36812 [handler.py:handle_request_defer():172] handle defer: 1
2024-01-31 22:39:20,144 DEBUG   SenderThread:36812 [sender.py:send_request():409] send_request: defer
2024-01-31 22:39:20,144 INFO    SenderThread:36812 [sender.py:send_request_defer():613] handle sender defer: 1
2024-01-31 22:39:20,144 INFO    SenderThread:36812 [sender.py:transition_state():617] send defer: 2
2024-01-31 22:39:20,144 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: defer
2024-01-31 22:39:20,144 INFO    HandlerThread:36812 [handler.py:handle_request_defer():172] handle defer: 2
2024-01-31 22:39:20,144 INFO    HandlerThread:36812 [system_monitor.py:finish():203] Stopping system monitor
2024-01-31 22:39:20,144 DEBUG   SystemMonitor:36812 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-01-31 22:39:20,144 INFO    HandlerThread:36812 [interfaces.py:finish():202] Joined cpu monitor
2024-01-31 22:39:20,144 DEBUG   SystemMonitor:36812 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-01-31 22:39:20,156 INFO    HandlerThread:36812 [interfaces.py:finish():202] Joined disk monitor
2024-01-31 22:39:20,156 DEBUG   SystemMonitor:36812 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-01-31 22:39:20,235 INFO    HandlerThread:36812 [interfaces.py:finish():202] Joined gpu monitor
2024-01-31 22:39:20,236 INFO    HandlerThread:36812 [interfaces.py:finish():202] Joined memory monitor
2024-01-31 22:39:20,236 INFO    HandlerThread:36812 [interfaces.py:finish():202] Joined network monitor
2024-01-31 22:39:20,236 DEBUG   SenderThread:36812 [sender.py:send_request():409] send_request: defer
2024-01-31 22:39:20,236 INFO    SenderThread:36812 [sender.py:send_request_defer():613] handle sender defer: 2
2024-01-31 22:39:20,236 INFO    SenderThread:36812 [sender.py:transition_state():617] send defer: 3
2024-01-31 22:39:20,236 DEBUG   SenderThread:36812 [sender.py:send():382] send: stats
2024-01-31 22:39:20,236 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: defer
2024-01-31 22:39:20,236 INFO    HandlerThread:36812 [handler.py:handle_request_defer():172] handle defer: 3
2024-01-31 22:39:20,237 DEBUG   SenderThread:36812 [sender.py:send_request():409] send_request: defer
2024-01-31 22:39:20,237 INFO    SenderThread:36812 [sender.py:send_request_defer():613] handle sender defer: 3
2024-01-31 22:39:20,237 INFO    SenderThread:36812 [sender.py:transition_state():617] send defer: 4
2024-01-31 22:39:20,237 DEBUG   HandlerThread:36812 [handler.py:handle_request():146] handle_request: defer
2024-01-31 22:39:20,237 INFO    HandlerThread:36812 [handler.py:handle_request_defer():172] handle defer: 4
2024-01-31 22:39:20,237 DEBUG   SenderThread:36812 [sender.py:send_request():409] send_request: defer
2024-01-31 22:39:20,237 INFO    SenderThread:36812 [sender.py:send_request_defer():613] handle sender defer: 4
2024-01-31 22:39:20,237 INFO    SenderThread:36812 [sender.py:transition_state():617] send defer: 5
