2024-01-31 22:56:30,255 INFO    StreamThr :1612 [internal.py:wandb_internal():86] W&B internal server running at pid: 1612, started at: 2024-01-31 22:56:30.254537
2024-01-31 22:56:30,256 DEBUG   HandlerThread:1612 [handler.py:handle_request():146] handle_request: status
2024-01-31 22:56:30,257 INFO    WriterThread:1612 [datastore.py:open_for_write():87] open: C:\Users\tomda\Desktop\symmetry_learning\wandb\run-20240131_225630-hz7yq2ow\run-hz7yq2ow.wandb
2024-01-31 22:56:30,258 DEBUG   SenderThread:1612 [sender.py:send():382] send: header
2024-01-31 22:56:30,288 DEBUG   SenderThread:1612 [sender.py:send():382] send: run
2024-01-31 22:56:30,753 INFO    SenderThread:1612 [dir_watcher.py:__init__():211] watching files in: C:\Users\tomda\Desktop\symmetry_learning\wandb\run-20240131_225630-hz7yq2ow\files
2024-01-31 22:56:30,753 INFO    SenderThread:1612 [sender.py:_start_run_threads():1136] run started: hz7yq2ow with start time 1706759790.255803
2024-01-31 22:56:30,761 DEBUG   HandlerThread:1612 [handler.py:handle_request():146] handle_request: check_version
2024-01-31 22:56:30,761 DEBUG   SenderThread:1612 [sender.py:send_request():409] send_request: check_version
2024-01-31 22:56:35,776 DEBUG   HandlerThread:1612 [handler.py:handle_request():146] handle_request: status_report
2024-01-31 22:56:35,781 DEBUG   HandlerThread:1612 [handler.py:handle_request():146] handle_request: run_start
2024-01-31 22:56:35,801 DEBUG   HandlerThread:1612 [system_info.py:__init__():27] System info init
2024-01-31 22:56:35,802 DEBUG   HandlerThread:1612 [system_info.py:__init__():42] System info init done
2024-01-31 22:56:35,802 INFO    HandlerThread:1612 [system_monitor.py:start():194] Starting system monitor
2024-01-31 22:56:35,802 INFO    SystemMonitor:1612 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-31 22:56:35,802 INFO    HandlerThread:1612 [system_monitor.py:probe():214] Collecting system info
2024-01-31 22:56:35,808 INFO    SystemMonitor:1612 [interfaces.py:start():190] Started cpu monitoring
